507696,90,5103,07:34:00,0
137915,90,5103,07:39:00,0
22757,90,5112,11:20:00,0
120328,90,5112,11:20:00,0
123025,90,5112,11:20:00,0
131263,90,5112,11:20:00,0
147073,80,5112,11:20:00,0
175835,90,5112,11:20:00,0
180037,90,5112,11:20:00,0
192496,90,5112,11:20:00,0
194044,90,5112,11:20:00,0
205234,90,5112,11:20:00,0
207030,90,5112,11:20:00,0
208031,90,5112,11:20:00,0
277277,90,5112,11:20:00,0
295315,90,5112,11:20:00,0
325346,90,5112,11:20:00,0
392726,90,5112,11:20:00,0
459622,90,5112,11:20:00,0
461814,90,5112,11:20:00,0
497792,90,5112,11:20:00,0
507010,90,5112,11:20:00,0
531386,80,5112,11:20:00,0
578821,90,5112,11:20:00,0
600770,80,5112,11:20:00,0
608376,90,5112,11:20:00,0
113323,50,5112,11:21:00,0
127640,50,5112,11:21:00,0
592747,70,5112,11:21:00,0
26137,70,5112,11:22:00,0
94522,0,5112,11:22:00,0
193714,30,5112,11:22:00,0
452599,50,5112,11:22:00,0
522229,0,5112,11:22:00,0
9101,90,5112,11:23:00,0
112040,90,5112,11:23:00,0
450906,90,5112,11:23:00,0
453488,90,5112,11:23:00,0
464229,90,5112,11:23:00,0
393064,90,5112,11:24:00,0
438303,0,5112,11:24:00,0
1996,90,5424,15:27:00,1
2255,90,5424,15:27:00,1
10843,90,5424,15:27:00,1
18260,90,5424,15:27:00,1
18519,90,5424,15:27:00,1
19106,90,5424,15:27:00,1
21931,90,5424,15:27:00,1
22757,90,5424,15:27:00,1
23521,90,5424,15:27:00,1
25311,90,5424,15:27:00,1
34525,90,5424,15:27:00,1
34947,90,5424,15:27:00,1
39975,90,5424,15:27:00,1
40476,90,5424,15:27:00,1
41693,90,5424,15:27:00,1
46539,90,5424,15:27:00,1
46759,90,5424,15:27:00,1
47888,90,5424,15:27:00,1
55629,90,5424,15:27:00,1
55971,90,5424,15:27:00,1
56437,90,5424,15:27:00,1
56970,90,5424,15:27:00,1
67136,90,5424,15:27:00,1
70896,90,5424,15:27:00,1
71149,90,5424,15:27:00,1
74262,90,5424,15:27:00,1
75445,90,5424,15:27:00,1
75757,90,5424,15:27:00,1
79902,90,5424,15:27:00,1
85222,90,5424,15:27:00,1
95689,90,5424,15:27:00,1
97762,90,5424,15:27:00,1
102328,90,5424,15:27:00,1
105502,90,5424,15:27:00,1
111411,90,5424,15:27:00,1
112273,90,5424,15:27:00,1
112642,90,5424,15:27:00,1
113017,90,5424,15:27:00,1
119154,90,5424,15:27:00,1
120328,90,5424,15:27:00,1
121743,90,5424,15:27:00,1
123025,90,5424,15:27:00,1
123260,90,5424,15:27:00,1
123601,80,5424,15:27:00,1
124428,90,5424,15:27:00,1
129462,90,5424,15:27:00,1
131263,90,5424,15:27:00,1
131721,90,5424,15:27:00,1
134437,90,5424,15:27:00,1
136867,90,5424,15:27:00,1
137915,90,5424,15:27:00,1
140118,90,5424,15:27:00,1
142979,90,5424,15:27:00,1
146781,90,5424,15:27:00,1
147073,80,5424,15:27:00,1
153097,90,5424,15:27:00,1
153809,90,5424,15:27:00,1
156663,90,5424,15:27:00,1
158948,90,5424,15:27:00,1
161901,90,5424,15:27:00,1
173094,90,5424,15:27:00,1
173301,90,5424,15:27:00,1
175835,90,5424,15:27:00,1
176588,90,5424,15:27:00,1
179785,90,5424,15:27:00,1
180037,90,5424,15:27:00,1
180171,90,5424,15:27:00,1
181079,90,5424,15:27:00,1
182140,90,5424,15:27:00,1
185095,90,5424,15:27:00,1
185665,90,5424,15:27:00,1
186098,90,5424,15:27:00,1
188078,90,5424,15:27:00,1
189820,90,5424,15:27:00,1
190019,90,5424,15:27:00,1
191809,90,5424,15:27:00,1
192496,90,5424,15:27:00,1
194044,90,5424,15:27:00,1
195167,90,5424,15:27:00,1
196203,90,5424,15:27:00,1
196852,90,5424,15:27:00,1
197656,90,5424,15:27:00,1
199439,90,5424,15:27:00,1
199467,90,5424,15:27:00,1
200053,90,5424,15:27:00,1
205234,90,5424,15:27:00,1
205871,90,5424,15:27:00,1
207030,90,5424,15:27:00,1
210226,90,5424,15:27:00,1
213829,90,5424,15:27:00,1
219179,90,5424,15:27:00,1
219322,90,5424,15:27:00,1
222533,90,5424,15:27:00,1
224051,90,5424,15:27:00,1
225587,90,5424,15:27:00,1
227064,90,5424,15:27:00,1
230673,90,5424,15:27:00,1
234212,90,5424,15:27:00,1
235250,90,5424,15:27:00,1
235966,90,5424,15:27:00,1
237610,90,5424,15:27:00,1
238223,90,5424,15:27:00,1
248089,90,5424,15:27:00,1
248550,90,5424,15:27:00,1
248699,90,5424,15:27:00,1
249902,90,5424,15:27:00,1
254519,90,5424,15:27:00,1
255153,90,5424,15:27:00,1
257310,90,5424,15:27:00,1
259552,90,5424,15:27:00,1
261386,90,5424,15:27:00,1
263294,90,5424,15:27:00,1
269414,90,5424,15:27:00,1
270248,90,5424,15:27:00,1
275261,90,5424,15:27:00,1
280245,90,5424,15:27:00,1
283541,90,5424,15:27:00,1
288237,90,5424,15:27:00,1
288340,90,5424,15:27:00,1
288560,90,5424,15:27:00,1
294427,90,5424,15:27:00,1
295315,90,5424,15:27:00,1
297989,90,5424,15:27:00,1
304287,90,5424,15:27:00,1
310379,90,5424,15:27:00,1
318345,90,5424,15:27:00,1
318901,90,5424,15:27:00,1
322770,90,5424,15:27:00,1
323933,90,5424,15:27:00,1
324045,90,5424,15:27:00,1
325346,90,5424,15:27:00,1
325936,90,5424,15:27:00,1
327881,90,5424,15:27:00,1
344617,90,5424,15:27:00,1
349250,90,5424,15:27:00,1
349771,90,5424,15:27:00,1
354153,90,5424,15:27:00,1
359811,90,5424,15:27:00,1
361313,90,5424,15:27:00,1
363219,90,5424,15:27:00,1
366723,90,5424,15:27:00,1
371598,90,5424,15:27:00,1
375693,90,5424,15:27:00,1
381411,90,5424,15:27:00,1
383195,90,5424,15:27:00,1
387522,90,5424,15:27:00,1
390355,90,5424,15:27:00,1
392726,90,5424,15:27:00,1
393059,80,5424,15:27:00,1
397543,90,5424,15:27:00,1
397620,90,5424,15:27:00,1
398037,90,5424,15:27:00,1
402723,90,5424,15:27:00,1
408557,90,5424,15:27:00,1
410606,90,5424,15:27:00,1
417011,90,5424,15:27:00,1
418175,90,5424,15:27:00,1
423102,90,5424,15:27:00,1
425182,90,5424,15:27:00,1
428598,90,5424,15:27:00,1
431048,90,5424,15:27:00,1
436056,90,5424,15:27:00,1
440749,90,5424,15:27:00,1
440901,90,5424,15:27:00,1
442074,90,5424,15:27:00,1
445735,90,5424,15:27:00,1
451800,90,5424,15:27:00,1
453396,90,5424,15:27:00,1
454149,90,5424,15:27:00,1
454436,90,5424,15:27:00,1
457354,90,5424,15:27:00,1
457583,90,5424,15:27:00,1
459622,90,5424,15:27:00,1
460065,90,5424,15:27:00,1
463859,90,5424,15:27:00,1
466895,90,5424,15:27:00,1
470248,90,5424,15:27:00,1
477870,90,5424,15:27:00,1
481274,90,5424,15:27:00,1
482069,90,5424,15:27:00,1
488803,90,5424,15:27:00,1
489371,90,5424,15:27:00,1
490684,90,5424,15:27:00,1
490754,90,5424,15:27:00,1
491417,90,5424,15:27:00,1
491757,90,5424,15:27:00,1
492607,90,5424,15:27:00,1
493655,90,5424,15:27:00,1
497792,90,5424,15:27:00,1
502177,90,5424,15:27:00,1
503258,90,5424,15:27:00,1
504528,90,5424,15:27:00,1
507010,90,5424,15:27:00,1
507696,90,5424,15:27:00,1
514730,90,5424,15:27:00,1
516754,90,5424,15:27:00,1
517718,90,5424,15:27:00,1
521369,90,5424,15:27:00,1
